trial,lambda,acc,nmi,time,pred
0,1e-08,0.6716845878136201,0.7909151544834196,1.2088398933410645,[10 10 10 ...  6  6 12]
1,1e-08,0.6716845878136201,0.7909151544834196,0.9778754711151123,[10 10 10 ...  7  7 12]
2,1e-08,0.6716845878136201,0.7909151544834196,1.2553486824035645,[10 10 10 ...  0  0 11]
3,1e-08,0.6659498207885305,0.7910899802376049,1.5439441204071045,[ 0  0  0 ...  6  6 11]
4,1e-08,0.6716845878136201,0.7909151544834196,1.2054450511932373,[ 9  9  9 ...  5  5 13]
5,1e-08,0.6673835125448029,0.7903398122883273,1.5015487670898438,[8 8 8 ... 5 5 0]
6,1e-08,0.6659498207885305,0.791089980237605,1.3478174209594727,[14 14 14 ...  8  8 12]
7,1e-08,0.6716845878136201,0.7909151544834196,1.375596046447754,[10 10 10 ...  6  6 13]
8,1e-08,0.6724014336917563,0.7918162204688953,0.910271406173706,[ 4  4  4 ...  9  9 13]
9,1e-08,0.6652329749103942,0.7901876888554941,1.2847003936767578,[14 14 14 ...  7  7 12]
10,1e-08,0.6724014336917563,0.7918162204688953,0.970240592956543,[10 10 10 ...  1  1 11]
11,1e-08,0.6716845878136201,0.7909151544834194,1.0241236686706543,[ 0  0  0 ...  4  4 12]
12,1e-08,0.6659498207885305,0.7910899802376049,1.161499261856079,[14 14 14 ... 13 13  8]
13,1e-08,0.6652329749103942,0.7901876888554938,1.2786147594451904,[14 14 14 ...  5  5 12]
14,1e-08,0.6716845878136201,0.7909151544834196,0.9263479709625244,[10 10 10 ...  5  5 12]
15,1e-08,0.6652329749103942,0.7901876888554938,1.269780158996582,[ 9  9  9 ...  0  0 12]
16,1e-08,0.6652329749103942,0.7901876888554938,1.215595006942749,[14 14 14 ...  7  7 11]
17,1e-08,0.6716845878136201,0.7909151544834195,0.920996904373169,[9 9 9 ... 7 7 1]
18,1e-08,0.6716845878136201,0.7909151544834194,1.0704069137573242,[ 3  3  3 ...  8  8 14]
19,1e-08,0.6716845878136201,0.7909151544834194,0.9116630554199219,[ 4  4  4 ...  7  7 11]
0,1e-06,0.6724014336917563,0.7918162204688953,1.7367315292358398,[ 2  2  2 ...  8  8 13]
1,1e-06,0.6659498207885305,0.7910899802376049,1.0044701099395752,[ 6  6  6 ... 10 10 13]
2,1e-06,0.6659498207885305,0.791089980237605,1.2995805740356445,[ 0  0  0 ...  6  6 13]
3,1e-06,0.6659498207885305,0.7910899802376049,1.4494085311889648,[13 13 13 ...  6  6 11]
4,1e-06,0.6716845878136201,0.7909151544834196,1.4017703533172607,[ 7  7  7 ...  6  6 11]
5,1e-06,0.6724014336917563,0.7918162204688952,1.4969866275787354,[5 5 5 ... 6 6 1]
6,1e-06,0.6666666666666666,0.791027360550317,0.8580777645111084,[12 12 12 ...  4  4 11]
7,1e-06,0.6652329749103942,0.7901876888554941,1.573505163192749,[ 4  4  4 ...  7  7 10]
8,1e-06,0.6652329749103942,0.7901876888554938,1.7835204601287842,[ 9  9  9 ...  0  0 12]
9,1e-06,0.6652329749103942,0.7901876888554938,1.370506763458252,[14 14 14 ...  6  6  9]
10,1e-06,0.6716845878136201,0.7909151544834195,1.20703125,[ 9  9  9 ... 10 10  1]
11,1e-06,0.6792114695340502,0.8014915723174906,0.9885764122009277,[10 10 10 ...  8  8 12]
12,1e-06,0.6652329749103942,0.7901876888554938,1.218550205230713,[14 14 14 ...  6  6  9]
13,1e-06,0.6652329749103942,0.7901876888554941,1.2838704586029053,[ 1  1  1 ...  7  7 12]
14,1e-06,0.6724014336917563,0.7918162204688953,1.3907530307769775,[ 7  7  7 ...  8  8 12]
15,1e-06,0.6724014336917563,0.7918162204688952,1.0189411640167236,[ 8  8  8 ...  7  7 11]
16,1e-06,0.6659498207885305,0.791089980237605,0.9163632392883301,[ 0  0  0 ...  6  6 13]
17,1e-06,0.6652329749103942,0.7901876888554941,1.295799732208252,[14 14 14 ...  3  3 11]
18,1e-06,0.6724014336917563,0.7918162204688953,1.472210168838501,[ 4  4  4 ...  7  7 12]
19,1e-06,0.6659498207885305,0.7910899802376049,1.253208875656128,[ 0  0  0 ...  5  5 11]
0,0.0001,0.6652329749103942,0.7901876888554938,1.4762580394744873,[14 14 14 ...  3  3  0]
1,0.0001,0.6724014336917563,0.7918162204688952,1.2187821865081787,[ 5  5  5 ...  8  8 12]
2,0.0001,0.6666666666666666,0.7910273605503169,1.1459767818450928,[12 12 12 ...  9  9  0]
3,0.0001,0.6716845878136201,0.7909151544834195,1.2397267818450928,[10 10 10 ...  7  7  0]
4,0.0001,0.6716845878136201,0.7909151544834196,1.282099723815918,[ 2  2  2 ...  0  0 11]
5,0.0001,0.6652329749103942,0.7901876888554937,1.4768891334533691,[1 1 1 ... 6 6 0]
6,0.0001,0.6724014336917563,0.7918162204688953,2.422189474105835,[ 3  3  3 ...  7  7 12]
7,0.0001,0.6652329749103942,0.7901876888554938,3.355818748474121,[ 9  9  9 ...  7  7 12]
8,0.0001,0.6659498207885305,0.7910899802376048,3.5174179077148438,[11 11 11 ...  7  7 12]
