trial,acc,nmi,time,pred
0,0.5594625500285878,0.5185801572030522,0.454575777053833,[8 8 9 ... 4 4 1]
1,0.5581761006289309,0.517253086077346,0.19485163688659668,[0 0 3 ... 2 2 5]
2,0.5566037735849056,0.5157458700045673,0.3450133800506592,[9 9 7 ... 6 6 1]
3,0.5548885077186964,0.5162680915371499,0.5050089359283447,[5 5 0 ... 8 8 9]
4,0.5653230417381361,0.5201534002211406,0.3196585178375244,[5 5 1 ... 4 4 7]
5,0.5583190394511149,0.5165334659373727,0.25373387336730957,[1 1 2 ... 6 6 4]
6,0.5563178959405375,0.5185911087083108,0.5651741027832031,[9 9 8 ... 4 4 3]
7,0.555603201829617,0.5177809060617267,0.3331589698791504,[9 9 0 ... 2 2 5]
8,0.5548885077186964,0.5126813236568699,0.3202250003814697,[7 7 4 ... 0 0 2]
9,0.5521726700971984,0.514984125156315,0.44959521293640137,[3 3 7 ... 0 0 2]
10,0.480989136649514,0.47409143271280546,0.34253430366516113,[1 1 7 ... 8 8 5]
11,0.5551743853630646,0.5144165976362769,0.3879072666168213,[7 7 8 ... 1 1 9]
12,0.5939108061749572,0.5164326201977197,0.39753174781799316,[1 1 4 ... 5 5 0]
13,0.5534591194968553,0.5121997998219631,0.38135766983032227,[4 4 7 ... 9 9 3]
14,0.5543167524299599,0.5127558401779506,0.3687126636505127,[9 9 3 ... 7 7 8]
15,0.5874785591766724,0.5067684930709737,0.40390872955322266,[1 1 7 ... 9 5 4]
16,0.5534591194968553,0.5160354838531354,0.5786595344543457,[6 6 9 ... 3 3 5]
17,0.4875643224699828,0.4964937617461238,0.6039478778839111,[8 9 1 ... 8 0 4]
18,0.5536020583190394,0.5161056197072892,0.3052668571472168,[8 8 5 ... 4 4 9]
19,0.5951972555746141,0.5094415007885629,0.3254661560058594,[8 8 1 ... 8 2 4]
