trial,lambda,acc,nmi,time,pred
19,0.01,0.6402,0.7211713858381427,1.1948482990264893,[7 5 8 ... 1 1 1]
0,1.0,0.6378,0.7146582304182549,1.0932934284210205,[2 9 6 ... 5 5 5]
1,1.0,0.6378,0.7146582304182549,1.2554094791412354,[7 9 4 ... 5 5 5]
2,1.0,0.6378,0.714658230418255,0.899526834487915,[6 0 8 ... 5 5 5]
3,1.0,0.6378,0.7146582304182549,0.9925897121429443,[7 3 5 ... 8 8 8]
4,1.0,0.6378,0.7152932316114151,1.9056084156036377,[8 6 4 ... 0 0 0]
5,1.0,0.6378,0.7152932316114152,1.9826478958129883,[6 5 1 ... 8 8 8]
6,1.0,0.6378,0.7146582304182549,1.2893061637878418,[4 3 8 ... 7 7 7]
7,1.0,0.6378,0.7146582304182549,1.2170944213867188,[0 9 1 ... 6 6 6]
8,1.0,0.6378,0.7146582304182549,1.2207069396972656,[1 9 2 ... 3 3 3]
9,1.0,0.6378,0.7152932316114151,1.1381640434265137,[6 9 3 ... 8 8 8]
10,1.0,0.6378,0.7152932316114152,1.0288429260253906,[8 4 2 ... 5 5 5]
11,1.0,0.6378,0.7146582304182549,1.0401711463928223,[0 8 7 ... 9 9 9]
12,1.0,0.6378,0.7152932316114151,0.7509276866912842,[3 4 5 ... 9 9 9]
13,1.0,0.6378,0.7146582304182549,0.9735829830169678,[3 0 1 ... 6 6 6]
14,1.0,0.6378,0.7152932316114151,1.244964838027954,[8 4 3 ... 0 0 0]
15,1.0,0.6378,0.7146582304182549,1.965510368347168,[5 1 3 ... 9 9 9]
16,1.0,0.6378,0.7146582304182549,1.5961387157440186,[5 0 8 ... 3 3 3]
17,1.0,0.6378,0.7146582304182549,0.9172799587249756,[6 9 1 ... 0 0 0]
18,1.0,0.6378,0.7146582304182549,1.1318223476409912,[4 9 7 ... 8 8 8]
19,1.0,0.6378,0.7152932316114153,0.948143720626831,[1 2 8 ... 6 6 6]
0,100.0,0.6306,0.6981855024361631,1.6558012962341309,[5 6 3 ... 0 0 0]
1,100.0,0.6306,0.6980051049446974,1.105494499206543,[3 4 2 ... 5 5 5]
2,100.0,0.6296,0.6979018804167486,1.4055490493774414,[1 7 4 ... 0 0 0]
3,100.0,0.6314,0.6984478997874561,1.3101541996002197,[7 6 4 ... 9 9 9]
4,100.0,0.6322,0.6985312739150394,1.3095629215240479,[0 2 4 ... 8 8 8]
5,100.0,0.6322,0.6985312739150393,1.1125576496124268,[0 1 5 ... 6 6 6]
6,100.0,0.631,0.697919105447527,1.4286212921142578,[8 9 6 ... 5 5 5]
7,100.0,0.6302,0.6979220530373863,1.2030742168426514,[8 9 6 ... 5 5 5]
8,100.0,0.6322,0.6985312739150394,2.1205010414123535,[6 5 3 ... 8 8 8]
9,100.0,0.6302,0.6978869655441843,2.15387225151062,[8 1 6 ... 5 5 5]
10,100.0,0.6312,0.6984279327671478,0.9068732261657715,[6 9 5 ... 7 7 7]
11,100.0,0.6312,0.6984279327671479,1.1052734851837158,[6 0 5 ... 9 9 9]
12,100.0,0.6312,0.6984279327671479,0.9262807369232178,[7 4 6 ... 1 1 1]
13,100.0,0.6302,0.6979220530373863,1.240363359451294,[1 5 4 ... 0 0 0]
14,100.0,0.6302,0.6979220530373864,1.1723556518554688,[7 6 9 ... 3 3 3]
15,100.0,0.6322,0.6985312739150393,1.1953580379486084,[8 4 3 ... 0 0 0]
16,100.0,0.6312,0.6984279327671478,0.9675765037536621,[5 9 7 ... 4 4 4]
17,100.0,0.6322,0.6985312739150392,1.1242008209228516,[2 5 6 ... 8 8 8]
18,100.0,0.6322,0.6985312739150393,1.593698263168335,[6 3 4 ... 9 9 9]
19,100.0,0.632,0.6980223577879537,1.7851035594940186,[8 6 4 ... 5 5 5]
0,10000.0,0.632,0.6980223577879539,1.3506903648376465,[5 4 6 ... 9 9 9]
1,10000.0,0.632,0.6980223577879537,1.0593152046203613,[7 3 1 ... 0 0 0]
2,10000.0,0.631,0.6979191054475271,1.1480495929718018,[0 7 5 ... 6 6 6]
3,10000.0,0.632,0.6980223577879537,1.071805477142334,[4 6 3 ... 1 1 1]
4,10000.0,0.6296,0.6979018804167484,2.6816604137420654,[6 0 5 ... 3 3 3]
5,10000.0,0.632,0.6980223577879539,1.842132329940796,[8 3 4 ... 6 6 6]
6,10000.0,0.6296,0.6979018804167486,1.6616783142089844,[8 9 2 ... 4 4 4]
7,10000.0,0.632,0.6980223577879536,1.1870248317718506,[1 7 4 ... 8 8 8]
8,10000.0,0.6296,0.6979018804167486,1.367258071899414,[2 9 1 ... 7 7 7]
9,10000.0,0.6312,0.6980252884817897,1.0259068012237549,[2 4 6 ... 7 7 7]
10,10000.0,0.6296,0.6979018804167486,1.1079471111297607,[3 5 4 ... 6 6 6]
11,10000.0,0.632,0.6980223577879539,1.1151669025421143,[1 2 3 ... 0 0 0]
12,10000.0,0.632,0.6980223577879537,1.3972721099853516,[6 0 7 ... 5 5 5]
13,10000.0,0.6296,0.6979018804167485,1.9689226150512695,[4 9 7 ... 3 3 3]
14,10000.0,0.631,0.6979191054475272,2.1785974502563477,[7 8 3 ... 1 1 1]
15,10000.0,0.632,0.6980223577879537,1.1961243152618408,[2 0 5 ... 7 7 7]
16,10000.0,0.6306,0.6980051049446971,1.1555938720703125,[1 0 3 ... 7 7 7]
17,10000.0,0.6312,0.6979390551362923,1.3739075660705566,[3 8 6 ... 9 9 9]
18,10000.0,0.632,0.6980223577879539,1.0874526500701904,[0 5 7 ... 6 6 6]
19,10000.0,0.6296,0.6979018804167485,0.9558072090148926,[5 3 8 ... 6 6 6]
0,1000000.0,0.631,0.6979191054475271,1.1500980854034424,[4 9 5 ... 3 3 3]
1,1000000.0,0.631,0.6979191054475271,1.1857857704162598,[1 9 6 ... 8 8 8]
2,1000000.0,0.632,0.6980223577879537,1.305938720703125,[1 6 5 ... 7 7 7]
3,1000000.0,0.632,0.6980223577879537,1.3382222652435303,[3 6 7 ... 9 9 9]
4,1000000.0,0.632,0.6980223577879536,1.046931266784668,[2 6 7 ... 0 0 0]
5,1000000.0,0.632,0.6980223577879537,1.9456512928009033,[6 2 5 ... 9 9 9]
6,1000000.0,0.631,0.6979191054475269,1.7450826168060303,[5 0 6 ... 4 4 4]
7,1000000.0,0.632,0.6980223577879537,1.5643267631530762,[5 6 1 ... 2 2 2]
8,1000000.0,0.631,0.6979191054475271,1.216001033782959,[1 9 0 ... 6 6 6]
9,1000000.0,0.632,0.6980223577879539,1.2881019115447998,[7 0 4 ... 5 5 5]
10,1000000.0,0.631,0.697919105447527,0.9765152931213379,[0 9 4 ... 1 1 1]
11,1000000.0,0.631,0.6979191054475271,1.069434642791748,[1 9 6 ... 8 8 8]
12,1000000.0,0.631,0.697919105447527,1.0951240062713623,[2 9 7 ... 6 6 6]
13,1000000.0,0.6308,0.6979105985838668,1.3332221508026123,[3 1 8 ... 0 0 0]
14,1000000.0,0.6296,0.6979018804167485,1.166419506072998,[7 9 6 ... 3 3 3]
15,1000000.0,0.631,0.6979191054475271,1.8588662147521973,[3 4 7 ... 1 1 1]
16,1000000.0,0.632,0.6980223577879537,2.2830183506011963,[7 0 2 ... 6 6 6]
17,1000000.0,0.6306,0.6980051049446974,1.4977195262908936,[7 5 4 ... 1 1 1]
18,1000000.0,0.6296,0.6979018804167485,1.3647174835205078,[2 9 4 ... 0 0 0]
19,1000000.0,0.631,0.6979191054475271,1.1868374347686768,[7 9 0 ... 1 1 1]
0,100000000.0,0.6296,0.6979018804167486,1.8406109809875488,[7 9 2 ... 1 1 1]
1,100000000.0,0.6312,0.6980252884817897,1.2532997131347656,[7 5 4 ... 1 1 1]
2,100000000.0,0.6296,0.6979018804167485,1.31007981300354,[5 8 1 ... 4 4 4]
3,100000000.0,0.6296,0.6979018804167487,1.5375003814697266,[0 1 4 ... 2 2 2]
4,100000000.0,0.6312,0.6979390551362923,1.7595536708831787,[6 8 5 ... 9 9 9]
5,100000000.0,0.632,0.6980223577879539,1.089047908782959,[2 5 7 ... 3 3 3]
6,100000000.0,0.631,0.6979191054475272,1.226198673248291,[2 8 5 ... 1 1 1]
7,100000000.0,0.6296,0.6979018804167485,2.3152172565460205,[7 9 0 ... 3 3 3]
8,100000000.0,0.6296,0.6979018804167486,1.9623513221740723,[7 8 3 ... 6 6 6]
9,100000000.0,0.6302,0.6978869655441843,1.4157283306121826,[8 7 9 ... 4 4 4]
10,100000000.0,0.631,0.697919105447527,1.2329115867614746,[7 9 8 ... 1 1 1]
11,100000000.0,0.632,0.6980223577879536,0.8662939071655273,[4 5 6 ... 0 0 0]
12,100000000.0,0.632,0.6980223577879539,1.0820918083190918,[3 1 6 ... 9 9 9]
13,100000000.0,0.6306,0.6980051049446973,1.068849802017212,[5 6 1 ... 0 0 0]
14,100000000.0,0.631,0.6979191054475272,1.0283660888671875,[7 4 1 ... 6 6 6]
15,100000000.0,0.631,0.6979191054475271,1.0749540328979492,[7 0 3 ... 1 1 1]
16,100000000.0,0.6302,0.6978869655441843,1.54327392578125,[3 5 8 ... 6 6 6]
17,100000000.0,0.631,0.6979191054475271,1.7236080169677734,[8 7 1 ... 0 0 0]
18,100000000.0,0.632,0.6980223577879539,2.186056613922119,[7 0 4 ... 5 5 5]
19,100000000.0,0.6296,0.6979018804167485,1.4013762474060059,[2 9 1 ... 0 0 0]
